image_path,book_index,title_truth,author_truth,condition,engine,preprocessing,raw_text,mean_confidence,n_lines,elapsed_preprocessing_s,elapsed_ocr_s
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\00_poca_luz.png,0,Cien años de soledad,Gabriel Garcia Marquez,poca_luz,easyocr,True,Cien años de | soledad | Gabriel Garcia Marquez,0.917950044790177,3,0.020315199973993003,6.626586799975485
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\00_poca_luz.png,0,Cien años de soledad,Gabriel Garcia Marquez,poca_luz,paddleocr,True,Cien anos de | soledad | Gabriel Garcia Marguez,0.9639314015706381,3,0.020315199973993003,0.23857849999330938
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\00_perspectiva.png,0,Cien años de soledad,Gabriel Garcia Marquez,perspectiva,easyocr,False,Cien años de | soledad | Gabriel Garcia Marquez,0.9365613265383371,3,6.00004568696022e-06,6.834056399995461
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\00_perspectiva.png,0,Cien años de soledad,Gabriel Garcia Marquez,perspectiva,paddleocr,False,Cien anos de | soledad | Gabriel Garcia Marquez,0.9937551220258077,3,6.00004568696022e-06,0.20778669998981059
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\00_perspectiva.png,0,Cien años de soledad,Gabriel Garcia Marquez,perspectiva,easyocr,True,Cien años de | soledad | Gabriel Garcia Marquez,0.956066993948347,3,0.023288700031116605,6.0286907000117935
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\00_perspectiva.png,0,Cien años de soledad,Gabriel Garcia Marquez,perspectiva,paddleocr,True,Cien anos de | soledad | Gabriel Garcia Marquez,0.9762791991233826,3,0.023288700031116605,0.8488346000085585
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\00_reflejo.png,0,Cien años de soledad,Gabriel Garcia Marquez,reflejo,easyocr,False,Cien años de | soledad | Gabriel Garcia Marquez,0.973404775760275,3,6.00004568696022e-06,6.857794500014279
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\00_reflejo.png,0,Cien años de soledad,Gabriel Garcia Marquez,reflejo,paddleocr,False,Cien anos de | soledad | Gabriel Garcia Marquez,0.9952578544616699,3,6.00004568696022e-06,0.27070910000475124
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\00_reflejo.png,0,Cien años de soledad,Gabriel Garcia Marquez,reflejo,easyocr,True,Cien años de | soledad | Gabriel Garcia Marquez,0.8408467593211646,3,0.026285499974619597,6.668467500014231
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\00_reflejo.png,0,Cien años de soledad,Gabriel Garcia Marquez,reflejo,paddleocr,True,Cien anos de | soledad | Gabriel Garcia Marguez,0.9631333152453104,3,0.026285499974619597,0.3004118999815546
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\01_frontal.png,1,Don Quijote de la Mancha,Miguel de Cervantes,frontal,easyocr,False,Don Quijote de | Ia Mancha | Miguel de Cervantes,0.8538741335630483,3,6.199989002197981e-06,6.284436199988704
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\01_frontal.png,1,Don Quijote de la Mancha,Miguel de Cervantes,frontal,paddleocr,False,Don Quijote de | la Mancha | Miguel de Cervantes,0.9720931053161621,3,6.199989002197981e-06,0.2769787999568507
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\01_frontal.png,1,Don Quijote de la Mancha,Miguel de Cervantes,frontal,easyocr,True,Don Quijote de | la Mancha | Miguel de Cervantes,0.8247153564622773,3,0.02263289998518303,6.818310000002384
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\01_frontal.png,1,Don Quijote de la Mancha,Miguel de Cervantes,frontal,paddleocr,True,Don Quijote de | la Mancha | Miguel de Cervantes,0.9799903631210327,3,0.02263289998518303,0.25080249999882653
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\01_rotada.png,1,Don Quijote de la Mancha,Miguel de Cervantes,rotada,easyocr,False,Don Quijote de | la Mancha | Miguel de Cervantes,0.8472841650907337,3,7.700000423938036e-06,6.320212599996012
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\01_rotada.png,1,Don Quijote de la Mancha,Miguel de Cervantes,rotada,paddleocr,False,Don Quijote de | la Mancha | Miguel de Cervantes,0.9672891100247701,3,7.700000423938036e-06,0.28051879996201023
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\01_rotada.png,1,Don Quijote de la Mancha,Miguel de Cervantes,rotada,easyocr,True,Don Quijote de | la Mancha | Miguel de Cervantes,0.9223007547908773,3,0.027897399966605008,6.59912940004142
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\01_rotada.png,1,Don Quijote de la Mancha,Miguel de Cervantes,rotada,paddleocr,True,Don Quijote de | la Mancha | Miguel de Cervantes,0.9626049598058065,3,0.027897399966605008,0.19985869998345152
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\01_poca_luz.png,1,Don Quijote de la Mancha,Miguel de Cervantes,poca_luz,easyocr,False,Don Quijote de | la Mancha | Miguel de Cervantes,0.9788159403548441,3,1.379998866468668e-05,6.828057600010652
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\01_poca_luz.png,1,Don Quijote de la Mancha,Miguel de Cervantes,poca_luz,paddleocr,False,Don Quijote de | la Mancha | Miguel de Cervantes,0.9734326601028442,3,1.379998866468668e-05,0.16715229995315894
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\01_poca_luz.png,1,Don Quijote de la Mancha,Miguel de Cervantes,poca_luz,easyocr,True,Don Quijote de | la Mancha | Miguel de Cervantes,0.8421301737476187,3,0.020449900010135025,6.610956899996381
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\01_poca_luz.png,1,Don Quijote de la Mancha,Miguel de Cervantes,poca_luz,paddleocr,True,Don Quijote de | la Mancha | Miguel de Cervantes,0.9548743367195129,3,0.020449900010135025,0.3350559999817051
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\01_perspectiva.png,1,Don Quijote de la Mancha,Miguel de Cervantes,perspectiva,easyocr,False,Don Quijote de | la Mancha | Miguel de Cervantes,0.8887564044697855,3,9.400013368576765e-06,6.391859999974258
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\01_perspectiva.png,1,Don Quijote de la Mancha,Miguel de Cervantes,perspectiva,paddleocr,False,Don Quijote de | la Mancha | Miguel de Cervantes,0.9912132024765015,3,9.400013368576765e-06,0.20536349999019876
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\01_perspectiva.png,1,Don Quijote de la Mancha,Miguel de Cervantes,perspectiva,easyocr,True,Don Quijote de | la Mancha | Miguel de Cervantes,0.8566831176138905,3,0.023630999960005283,6.210963700024877
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\01_perspectiva.png,1,Don Quijote de la Mancha,Miguel de Cervantes,perspectiva,paddleocr,True,Don Quijote de | la Mancha | Miguel de Cervantes,0.9583325386047363,3,0.023630999960005283,0.7639469000278041
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\01_reflejo.png,1,Don Quijote de la Mancha,Miguel de Cervantes,reflejo,easyocr,False,Don Quijote de | la Mancha | Miguel de Cervantes,0.787964395237471,3,7.800001185387373e-06,6.274493599950802
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\01_reflejo.png,1,Don Quijote de la Mancha,Miguel de Cervantes,reflejo,paddleocr,False,Don Quijote de | la Mancha | Miguel de Cervantes,0.9912022550900778,3,7.800001185387373e-06,0.172270999988541
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\01_reflejo.png,1,Don Quijote de la Mancha,Miguel de Cervantes,reflejo,easyocr,True,Don Quijote de | la Mancha | Miguel de Cervantes,0.7543418661925226,3,0.01946679997490719,6.4262364999740385
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\01_reflejo.png,1,Don Quijote de la Mancha,Miguel de Cervantes,reflejo,paddleocr,True,Don Quijote de | la Mancha | Miguel de Cervantes,0.9750536481539408,3,0.01946679997490719,0.16359660000307485
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\02_frontal.png,2,1984,George Orwell,frontal,easyocr,False,1984 | George Orwell,0.9991448887761692,2,4.8499961849302053e-05,6.251339299953543
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\02_frontal.png,2,1984,George Orwell,frontal,paddleocr,False,1984 | George Orwell,0.9792830646038055,2,4.8499961849302053e-05,0.2954868000233546
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\02_frontal.png,2,1984,George Orwell,frontal,easyocr,True,1984 | George Orwell,0.9891465476018169,2,0.019746000005397946,6.357071000034921
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\02_frontal.png,2,1984,George Orwell,frontal,paddleocr,True,1984 | George Orwell,0.9977230429649353,2,0.019746000005397946,0.22184730001026765
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\02_rotada.png,2,1984,George Orwell,rotada,easyocr,False,1984 | George | Orwell,0.9997223565203225,3,2.099998528137803e-05,6.0769517999724485
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\02_rotada.png,2,1984,George Orwell,rotada,paddleocr,False,1984 | George Orwell,0.9989219009876251,2,2.099998528137803e-05,0.2663841000176035
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\02_rotada.png,2,1984,George Orwell,rotada,easyocr,True,1984 | George Orwell,0.9029944832531747,2,0.021515199972782284,6.274665200035088
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\02_rotada.png,2,1984,George Orwell,rotada,paddleocr,True,1984 | George Orwell,0.9765674471855164,2,0.021515199972782284,0.13961170002585277
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\02_poca_luz.png,2,1984,George Orwell,poca_luz,easyocr,False,1984 | George Orwell,0.9996611389879264,2,1.9900035113096237e-05,6.620527199993376
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\02_poca_luz.png,2,1984,George Orwell,poca_luz,paddleocr,False,1984 | George Orwell,0.9886426329612732,2,1.9900035113096237e-05,0.12900190002983436
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\02_poca_luz.png,2,1984,George Orwell,poca_luz,easyocr,True,1984 | George Orwell,0.9975799435485131,2,0.01661170000443235,6.446526999992784
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\02_poca_luz.png,2,1984,George Orwell,poca_luz,paddleocr,True,1984 | George Orwell,0.9866746068000793,2,0.01661170000443235,0.20978029997786507
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\02_perspectiva.png,2,1984,George Orwell,perspectiva,easyocr,False,1984 | Orwell | George,0.9911588969147735,3,2.3200002033263445e-05,6.124398799962364
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\02_perspectiva.png,2,1984,George Orwell,perspectiva,paddleocr,False,1984 | George Orwell,0.9891665875911713,2,2.3200002033263445e-05,0.23578859999543056
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\02_perspectiva.png,2,1984,George Orwell,perspectiva,easyocr,True,1984 | George Orwell,0.8831585011815803,2,0.020534700015559793,5.986349400016479
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\02_perspectiva.png,2,1984,George Orwell,perspectiva,paddleocr,True,1984 | George Orwell,0.9833402335643768,2,0.020534700015559793,0.6608794999774545
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\02_reflejo.png,2,1984,George Orwell,reflejo,easyocr,False,1984 | George Orwell,0.9991447099622349,2,2.47000134550035e-05,6.2086718999780715
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\02_reflejo.png,2,1984,George Orwell,reflejo,paddleocr,False,1984 | George Orwell,0.9456945955753326,2,2.47000134550035e-05,0.26226909999968484
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\02_reflejo.png,2,1984,George Orwell,reflejo,easyocr,True,1984 | George Orwell,0.9891465774041392,2,0.0240835000295192,6.2063415000448
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\02_reflejo.png,2,1984,George Orwell,reflejo,paddleocr,True,1984 | George Orwell,0.9964830577373505,2,0.0240835000295192,0.13691030000336468
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\03_frontal.png,3,El principito,Antoine de Saint-Exupery,frontal,easyocr,False,El principito | Antoine de | Saint-Exupery,0.9081045488638311,3,2.619996666908264e-05,6.6804273999878205
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\03_frontal.png,3,El principito,Antoine de Saint-Exupery,frontal,paddleocr,False,El principito | Antoine de Saint-Exupery,0.9983440339565277,2,2.619996666908264e-05,0.29873180005233735
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\03_frontal.png,3,El principito,Antoine de Saint-Exupery,frontal,easyocr,True,El principito | Antoine de Saint-Exupery,0.8775464377142546,2,0.018822599959094077,6.191553800017573
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\03_frontal.png,3,El principito,Antoine de Saint-Exupery,frontal,paddleocr,True,El principito | Antoine de Saint-Exupery,0.9868903458118439,2,0.018822599959094077,0.22312179999426007
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\03_rotada.png,3,El principito,Antoine de Saint-Exupery,rotada,easyocr,False,El principito | Antoine de Saint-Exupery,0.9930419133691362,2,3.6999990697950125e-05,6.763081699959002
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\03_rotada.png,3,El principito,Antoine de Saint-Exupery,rotada,paddleocr,False,El principito | Antoine de Saint-Exupery,0.9974355399608612,2,3.6999990697950125e-05,0.20149629999650642
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\03_rotada.png,3,El principito,Antoine de Saint-Exupery,rotada,easyocr,True,El principito | Antoine de Saint-Exupery,0.9836486492235711,2,0.029480399971362203,6.802170999988448
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\03_rotada.png,3,El principito,Antoine de Saint-Exupery,rotada,paddleocr,True,El principito | Antoine de Saint-Exupery,0.9743420779705048,2,0.029480399971362203,0.21972180000739172
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\03_poca_luz.png,3,El principito,Antoine de Saint-Exupery,poca_luz,easyocr,False,El principito | Antoine de Saint-Exupery,0.9966372612299732,2,3.120000474154949e-05,6.471716500003822
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\03_poca_luz.png,3,El principito,Antoine de Saint-Exupery,poca_luz,paddleocr,False,El principito | Antoine de Saint-Exupery,0.9911884963512421,2,3.120000474154949e-05,0.18259159999433905
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\03_poca_luz.png,3,El principito,Antoine de Saint-Exupery,poca_luz,easyocr,True,El principito | Antoine de Saint-Exupery,0.8950119252756987,2,0.018523800012189895,6.458365900034551
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\03_poca_luz.png,3,El principito,Antoine de Saint-Exupery,poca_luz,paddleocr,True,El principito | Antoine de Saint-Exupery,0.9670954644680023,2,0.018523800012189895,0.2515469000209123
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\03_perspectiva.png,3,El principito,Antoine de Saint-Exupery,perspectiva,easyocr,False,El principito | Antoine de | Saint-Exupery,0.9731660243858142,3,4.7900015488266945e-05,6.381149899971206
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\03_perspectiva.png,3,El principito,Antoine de Saint-Exupery,perspectiva,paddleocr,False,El principito | Antoine de Saint-Exupery,0.998113602399826,2,4.7900015488266945e-05,0.25731350004207343
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\03_perspectiva.png,3,El principito,Antoine de Saint-Exupery,perspectiva,easyocr,True,El principito | Antoine de Saint-Exupery,0.9890818213747807,2,0.018311900028493255,5.6571112999808975
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\03_perspectiva.png,3,El principito,Antoine de Saint-Exupery,perspectiva,paddleocr,True,El principito | Antoine de Saint-Exupery,0.9639993906021118,2,0.018311900028493255,0.7401582999737002
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\03_reflejo.png,3,El principito,Antoine de Saint-Exupery,reflejo,easyocr,False,El principito | Antoine de | Saint-Exupery,0.8939989599592723,3,5.999987479299307e-06,6.361881799995899
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\03_reflejo.png,3,El principito,Antoine de Saint-Exupery,reflejo,paddleocr,False,El principito | Antoine de Saint-Exupery,0.997797042131424,2,5.999987479299307e-06,0.16802040004404262
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\03_reflejo.png,3,El principito,Antoine de Saint-Exupery,reflejo,easyocr,True,El principito | Antoine de Saint-Exupery,0.8536612054494639,2,0.021519100002478808,6.298349199991208
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\03_reflejo.png,3,El principito,Antoine de Saint-Exupery,reflejo,paddleocr,True,El principito | Antoine de Saint-Exupery,0.9795773923397064,2,0.021519100002478808,0.1491948000038974
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\04_frontal.png,4,Rayuela,Julio Cortazar,frontal,easyocr,False,Rayuela | Julio Cortazar,0.9997912690734364,2,4.339998122304678e-05,6.706944099976681
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\04_frontal.png,4,Rayuela,Julio Cortazar,frontal,paddleocr,False,Rayuela | Julio Cortazar,0.9984337091445923,2,4.339998122304678e-05,0.29658830002881587
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\04_frontal.png,4,Rayuela,Julio Cortazar,frontal,easyocr,True,Rayuela | Julio Cortazar,0.9859743639898366,2,0.020116599975153804,6.270574300026055
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\04_frontal.png,4,Rayuela,Julio Cortazar,frontal,paddleocr,True,Rayuela | Julio Cortazar,0.9902700185775757,2,0.020116599975153804,0.1608905000030063
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\04_rotada.png,4,Rayuela,Julio Cortazar,rotada,easyocr,False,Rayuela | Cortazar | Julio,0.9999790572103241,3,4.1000021155923605e-05,6.149493300006725
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\04_rotada.png,4,Rayuela,Julio Cortazar,rotada,paddleocr,False,Rayuela | Julio Cortazar,0.9947498440742493,2,4.1000021155923605e-05,0.21909089997643605
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\04_rotada.png,4,Rayuela,Julio Cortazar,rotada,easyocr,True,Rayuela | Julio Cortazar,0.9629252467621106,2,0.022761000029277056,6.2464028999675065
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\04_rotada.png,4,Rayuela,Julio Cortazar,rotada,paddleocr,True,Rayuela | Julio Cortazar,0.9866589605808258,2,0.022761000029277056,0.17246730002807453
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\04_poca_luz.png,4,Rayuela,Julio Cortazar,poca_luz,easyocr,False,Rayuela | Julio Cortazar,0.9956805107887229,2,6.549997488036752e-05,6.6377142000128515
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\04_poca_luz.png,4,Rayuela,Julio Cortazar,poca_luz,paddleocr,False,Rayuela | Julio Cortazar,0.9827796518802643,2,6.549997488036752e-05,0.29869379999581724
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\04_poca_luz.png,4,Rayuela,Julio Cortazar,poca_luz,easyocr,True,Rayuela | Julio Cortazar,0.9994768994887544,2,0.02447439997922629,6.721360499970615
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\04_poca_luz.png,4,Rayuela,Julio Cortazar,poca_luz,paddleocr,True,Rayuela | Julio Cortazar,0.9826329052448273,2,0.02447439997922629,0.23712710000108927
C:\Users\34626\OneDrive\Escritorio\Master_Ciencia_de_Datos\TFM\TFM_BookVision\data\test\synthetic\04_perspectiva.png,4,Rayuela,Julio Cortazar,perspectiva,easyocr,False,Rayuela | Julio Cortazar,0.9967695250635791,2,6.699992809444666e-06,6.408779399993364
